Label,SMS,lenght,Tokens,lemmatized_text,SMS_without_stopwords
0,o ic lol. should play 9 doors sometime yo,41,"['o', 'ic', 'lol', '.', 'should', 'play', '9', 'doors', 'sometime', 'yo']","['o', 'ic', 'lol', '.', 'should', 'play', '9', 'door', 'sometime', 'yo']","['ic', 'lol', '.', 'play', '9', 'door', 'sometime', 'yo']"
0,"dunno, my dad said he coming home to bring us out for lunch. yup i gone w you lot. i call you when i reach school lot...",111,"['dunno', ',', 'my', 'dad', 'said', 'he', 'coming', 'home', 'to', 'bring', 'us', 'out', 'for', 'lunch', '.', 'yup', 'i', 'gone', 'w', 'you', 'lot', '.', 'i', 'call', 'you', 'when', 'i', 'reach', 'school', 'lot', '...']","['dunno', ',', 'my', 'dad', 'say', 'he', 'come', 'home', 'to', 'bring', 'we', 'out', 'for', 'lunch', '.', 'yup', 'I', 'go', 'w', 'you', 'lot', '.', 'I', 'call', 'you', 'when', 'I', 'reach', 'school', 'lot', '...']","['dunno', ',', 'dad', 'say', 'come', 'home', 'bring', 'lunch', '.', 'yup', 'go', 'w', 'lot', '.', 'call', 'reach', 'school', 'lot', '...']"
0,desires- you going to doctor for liver. and get a bit stylish. get your hair managed. that is it.,89,"['desires-', 'you', 'going', 'to', 'doctor', 'for', 'liver', '.', 'and', 'get', 'a', 'bit', 'stylish', '.', 'get', 'your', 'hair', 'managed', '.', 'that', 'is', 'it', '.']","['desires-', 'you', 'go', 'to', 'doctor', 'for', 'liver', '.', 'and', 'get', 'a', 'bit', 'stylish', '.', 'get', 'your', 'hair', 'manage', '.', 'that', 'be', 'it', '.']","['desires-', 'go', 'doctor', 'liver', '.', 'get', 'bit', 'stylish', '.', 'get', 'hair', 'manage', '.', '.']"
0,hmmm.still we do not have opener?,31,"['hmmm.still', 'we', 'do', 'not', 'have', 'opener', '?']","['hmmm.still', 'we', 'do', 'not', 'have', 'opener', '?']","['hmmm.still', 'opener', '?']"
0,yeah so basically any time next week you can get away from your mom  get up before 3,89,"['yeah', 'so', 'basically', 'any', 'time', 'next', 'week', 'you', 'can', 'get', 'away', 'from', 'your', 'mom', '&', 'amp', ';', 'get', 'up', 'before', '3']","['yeah', 'so', 'basically', 'any', 'time', 'next', 'week', 'you', 'can', 'get', 'away', 'from', 'your', 'mom', '&', 'amp', ';', 'get', 'up', 'before', '3']","['yeah', 'basically', 'time', 'next', 'week', 'get', 'away', 'mom', '&', 'amp', ';', 'get', '3']"
0,i will vote for wherever my heart guides me,43,"['i', 'will', 'vote', 'for', 'wherever', 'my', 'heart', 'guides', 'me']","['I', 'will', 'vote', 'for', 'wherever', 'my', 'heart', 'guide', 'I']","['vote', 'wherever', 'heart', 'guide']"
0,with my sis lot... we juz watched italian job.,46,"['with', 'my', 'sis', 'lot', '...', 'we', 'juz', 'watched', 'italian', 'job', '.']","['with', 'my', 'sis', 'lot', '...', 'we', 'juz', 'watch', 'italian', 'job', '.']","['sis', 'lot', '...', 'juz', 'watch', 'italian', 'job', '.']"
0,"tick, tick, tick .... where are you ? i could die of loneliness you know ! *pouts* *stomps feet* i need you ...",111,"['tick', ',', 'tick', ',', 'tick', '....', 'where', 'are', 'you', '?', 'i', 'could', 'die', 'of', 'loneliness', 'you', 'know', '!', '*', 'pouts', '*', '*', 'stomps', 'feet', '*', 'i', 'need', 'you', '...']","['tick', ',', 'tick', ',', 'tick', '....', 'where', 'be', 'you', '?', 'I', 'could', 'die', 'of', 'loneliness', 'you', 'know', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'I', 'need', 'you', '...']","['tick', ',', 'tick', ',', 'tick', '....', '?', 'could', 'die', 'loneliness', 'know', '!', '*', 'pout', '*', '*', 'stomp', 'foot', '*', 'need', '...']"
0,lmao you know me so well...,27,"['lmao', 'you', 'know', 'me', 'so', 'well', '...']","['lmao', 'you', 'know', 'I', 'so', 'well', '...']","['lmao', 'know', 'well', '...']"
1,double mins & double text & one/to price linerental on latest orange bluetooth mobiles. call mobileupd8 for the very latest offers. 08000839402 or call2optout/lf56,159,"['double', 'mins', '&', 'double', 'text', '&', 'one/to', 'price', 'linerental', 'on', 'latest', 'orange', 'bluetooth', 'mobiles', '.', 'call', 'mobileupd8', 'for', 'the', 'very', 'latest', 'offers', '.', '08000839402', 'or', 'call2optout/lf56']","['double', 'min', '&', 'double', 'text', '&', 'one', '/', 'to', 'price', 'linerental', 'on', 'late', 'orange', 'bluetooth', 'mobile', '.', 'call', 'mobileupd8', 'for', 'the', 'very', 'late', 'offer', '.', '08000839402', 'or', 'call2optout', '/', 'lf56']","['double', 'min', '&', 'double', 'text', '&', 'one', '/', 'price', 'linerental', 'late', 'orange', 'bluetooth', 'mobile', '.', 'call', 'mobileupd8', 'late', 'offer', '.', '08000839402', 'call2optout', '/', 'lf56']"
0,am on a train back from northampton so i am afraid not! i am staying skyving off today ho ho! will be around wednesday though. do you fancy the comedy club this week by the way?,175,"['am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'i', 'am', 'afraid', 'not', '!', 'i', 'am', 'staying', 'skyving', 'off', 'today', 'ho', 'ho', '!', 'will', 'be', 'around', 'wednesday', 'though', '.', 'do', 'you', 'fancy', 'the', 'comedy', 'club', 'this', 'week', 'by', 'the', 'way', '?']","['be', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'I', 'be', 'afraid', 'not', '!', 'I', 'be', 'stay', 'skyve', 'off', 'today', 'ho', 'ho', '!', 'will', 'be', 'around', 'wednesday', 'though', '.', 'do', 'you', 'fancy', 'the', 'comedy', 'club', 'this', 'week', 'by', 'the', 'way', '?']","['train', 'back', 'northampton', 'afraid', '!', 'stay', 'skyve', 'today', 'ho', 'ho', '!', 'around', 'wednesday', 'though', '.', 'fancy', 'comedy', 'club', 'week', 'way', '?']"
0,goodnight da thangam i really miss you dear.,42,"['goodnight', 'da', 'thangam', 'i', 'really', 'miss', 'you', 'dear', '.']","['goodnight', 'da', 'thangam', 'I', 'really', 'miss', 'you', 'dear', '.']","['goodnight', 'da', 'thangam', 'really', 'miss', 'dear', '.']"
0,hey next sun 1030 thereis a basic yoga course... at bugis... we can gone for that... pilates intro next sat.... tell me what time you r free,138,"['hey', 'next', 'sun', '1030', 'thereis', 'a', 'basic', 'yoga', 'course', '...', 'at', 'bugis', '...', 'we', 'can', 'gone', 'for', 'that', '...', 'pilates', 'intro', 'next', 'sat', '....', 'tell', 'me', 'what', 'time', 'you', 'r', 'free']","['hey', 'next', 'sun', '1030', 'therei', 'a', 'basic', 'yoga', 'course', '...', 'at', 'bugis', '...', 'we', 'can', 'go', 'for', 'that', '...', 'pilate', 'intro', 'next', 'sit', '....', 'tell', 'I', 'what', 'time', 'you', 'r', 'free']","['hey', 'next', 'sun', '1030', 'therei', 'basic', 'yoga', 'course', '...', 'bugis', '...', 'go', '...', 'pilate', 'intro', 'next', 'sit', '....', 'tell', 'time', 'r', 'free']"
0,"geeeee ... your internet is really bad today, eh ?",50,"['geeeee', '...', 'your', 'internet', 'is', 'really', 'bad', 'today', ',', 'eh', '?']","['geeeee', '...', 'your', 'internet', 'be', 'really', 'bad', 'today', ',', 'eh', '?']","['geeeee', '...', 'internet', 'really', 'bad', 'today', ',', 'eh', '?']"
1,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 08001950382 or call2optout/674,145,"['free', 'video', 'camera', 'phones', 'with', 'half', 'price', 'line', 'rental', 'for', '12', 'mths', 'and', '500', 'cross', 'ntwk', 'mins', '100', 'txts', '.', 'call', 'mobileupd8', '08001950382', 'or', 'call2optout/674']","['free', 'video', 'camera', 'phone', 'with', 'half', 'price', 'line', 'rental', 'for', '12', 'mth', 'and', '500', 'cross', 'ntwk', 'min', '100', 'txt', '.', 'call', 'mobileupd8', '08001950382', 'or', 'call2optout/674']","['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', '12', 'mth', '500', 'cross', 'ntwk', 'min', '100', 'txt', '.', 'call', 'mobileupd8', '08001950382', 'call2optout/674']"
0,i think i am disturbing her da,30,"['i', 'think', 'i', 'am', 'disturbing', 'her', 'da']","['I', 'think', 'I', 'be', 'disturb', 'she', 'da']","['think', 'disturb', 'da']"
0,"sorry, i will call you  later. i am in meeting sir.",49,"['sorry', ',', 'i', 'will', 'call', 'you', 'later', '.', 'i', 'am', 'in', 'meeting', 'sir', '.']","['sorry', ',', 'I', 'will', 'call', 'you', 'later', '.', 'I', 'be', 'in', 'meeting', 'sir', '.']","['sorry', ',', 'call', 'later', '.', 'meeting', 'sir', '.']"
0,havent stuck at orchard in my dadis car. going for dinner now. you leh? so r they free tonight?,91,"['havent', 'stuck', 'at', 'orchard', 'in', 'my', 'dadis', 'car', '.', 'going', 'for', 'dinner', 'now', '.', 'you', 'leh', '?', 'so', 'r', 'they', 'free', 'tonight', '?']","['have', 'not', 'stick', 'at', 'orchard', 'in', 'my', 'dadis', 'car', '.', 'go', 'for', 'dinner', 'now', '.', 'you', 'leh', '?', 'so', 'r', 'they', 'free', 'tonight', '?']","['stick', 'orchard', 'dadis', 'car', '.', 'go', 'dinner', '.', 'leh', '?', 'r', 'free', 'tonight', '?']"
0,ok i also want to watch e 9 pm show...,36,"['ok', 'i', 'also', 'want', 'to', 'watch', 'e', '9', 'pm', 'show', '...']","['ok', 'I', 'also', 'want', 'to', 'watch', 'e', '9', 'pm', 'show', '...']","['ok', 'also', 'want', 'watch', 'e', '9', 'pm', 'show', '...']"
0,i dunno lei... like dun haf...,30,"['i', 'dunno', 'lei', '...', 'like', 'dun', 'haf', '...']","['I', 'dunno', 'lei', '...', 'like', 'dun', 'haf', '...']","['dunno', 'lei', '...', 'like', 'dun', 'haf', '...']"
0,but your brother transfered only    +   . pa.,63,"['but', 'your', 'brother', 'transfered', 'only', '&', 'let', ';', '#', '&', 'get', ';', '+', '&', 'let', ';', '#', '&', 'get', ';', '.', 'pa', '.']","['but', 'your', 'brother', 'transfer', 'only', '&', 'let', ';', '#', '&', 'get', ';', '+', '&', 'let', ';', '#', '&', 'get', ';', '.', 'pa', '.']","['brother', 'transfer', '&', 'let', ';', '#', '&', 'get', ';', '+', '&', 'let', ';', '#', '&', 'get', ';', '.', 'pa', '.']"
0,i calls you later. afternoon onwords mtnl service get problem in south mumbai. i can hear you but you cann't listen me.,119,"['i', 'calls', 'you', 'later', '.', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'in', 'south', 'mumbai', '.', 'i', 'can', 'hear', 'you', 'but', 'you', 'can', ""n't"", 'listen', 'me', '.']","['I', 'call', 'you', 'later', '.', 'afternoon', 'onword', 'mtnl', 'service', 'get', 'problem', 'in', 'south', 'mumbai', '.', 'I', 'can', 'hear', 'you', 'but', 'you', 'can', 'not', 'listen', 'I', '.']","['call', 'later', '.', 'afternoon', 'onword', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', '.', 'hear', 'listen', '.']"
1,83039 62735=£450 uk break accommodationvouchers terms & conditions apply. to claim you mustprovide your claim number which is 15541 ,131,"['83039', '62735=£450', 'uk', 'break', 'accommodationvouchers', 'terms', '&', 'conditions', 'apply', '.', 'to', 'claim', 'you', 'mustprovide', 'your', 'claim', 'number', 'which', 'is', '15541']","['83039', '62735=£450', 'uk', 'break', 'accommodationvoucher', 'term', '&', 'condition', 'apply', '.', 'to', 'claim', 'you', 'mustprovide', 'your', 'claim', 'number', 'which', 'be', '15541']","['83039', '62735=£450', 'uk', 'break', 'accommodationvoucher', 'term', '&', 'condition', 'apply', '.', 'claim', 'mustprovide', 'claim', 'number', '15541']"
0,talk to g and x about that,26,"['talk', 'to', 'g', 'and', 'x', 'about', 'that']","['talk', 'to', 'g', 'and', 'x', 'about', 'that']","['talk', 'g', 'x']"
0,hai dear friends... this is my new  present number..:) by rajitha raj (ranju),82,"['hai', 'dear', 'friends', '...', 'this', 'is', 'my', 'new', '&', 'amp', ';', 'present', 'number', '..', ':', ')', 'by', 'rajitha', 'raj', '(', 'ranju', ')']","['hai', 'dear', 'friend', '...', 'this', 'be', 'my', 'new', '&', 'amp', ';', 'present', 'number', '..', ':', ')', 'by', 'rajitha', 'raj', '(', 'ranju', ')']","['hai', 'dear', 'friend', '...', 'new', '&', 'amp', ';', 'present', 'number', '..', ':', ')', 'rajitha', 'raj', '(', 'ranju', ')']"
1,5p for alfie moonis children in need song on your mobile. tell your m8s. text tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit to charity.,160,"['5p', 'for', 'alfie', 'moonis', 'children', 'in', 'need', 'song', 'on', 'your', 'mobile', '.', 'tell', 'your', 'm8s', '.', 'text', 'tone', 'charity', 'to', '8007', 'for', 'nokias', 'or', 'poly', 'charity', 'for', 'polys', ':', 'zed', '08701417012', 'profit', 'to', 'charity', '.']","['5p', 'for', 'alfie', 'moonis', 'child', 'in', 'need', 'song', 'on', 'your', 'mobile', '.', 'tell', 'your', 'm8', '.', 'text', 'tone', 'charity', 'to', '8007', 'for', 'nokias', 'or', 'poly', 'charity', 'for', 'poly', ':', 'ze', '08701417012', 'profit', 'to', 'charity', '.']","['5p', 'alfie', 'moonis', 'child', 'need', 'song', 'mobile', '.', 'tell', 'm8', '.', 'text', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'poly', ':', 'ze', '08701417012', 'profit', 'charity', '.']"
0,as in different styles?,23,"['as', 'in', 'different', 'styles', '?']","['as', 'in', 'different', 'style', '?']","['different', 'style', '?']"
1,win a £200 shopping spree every week starting now. to play text store to 88039. skilgme. tscs08714740323 1winawk! age16 £one.50perweeksub.,135,"['win', 'a', '£200', 'shopping', 'spree', 'every', 'week', 'starting', 'now', '.', 'to', 'play', 'text', 'store', 'to', '88039.', 'skilgme', '.', 'tscs08714740323', '1winawk', '!', 'age16', '£one.50perweeksub', '.']","['win', 'a', '£', '200', 'shopping', 'spree', 'every', 'week', 'start', 'now', '.', 'to', 'play', 'text', 'store', 'to', '88039', '.', 'skilgme', '.', 'tscs08714740323', '1winawk', '!', 'age16', '£', 'one.50perweeksub', '.']","['win', '£', '200', 'shopping', 'spree', 'every', 'week', 'start', '.', 'play', 'text', 'store', '88039', '.', 'skilgme', '.', 'tscs08714740323', '1winawk', '!', 'age16', '£', 'one.50perweeksub', '.']"
0,gud ni8 dear..slp well..take care..swt dreams..muah..,53,"['gud', 'ni8', 'dear', '..', 'slp', 'well', '..', 'take', 'care', '..', 'swt', 'dreams', '..', 'muah', '..']","['gud', 'ni8', 'dear', '..', 'slp', 'well', '..', 'take', 'care', '..', 'swt', 'dream', '..', 'muah', '..']","['gud', 'ni8', 'dear', '..', 'slp', 'well', '..', 'take', 'care', '..', 'swt', 'dream', '..', 'muah', '..']"
1,"this is the second attempt to contract you, you have won this weeks top prize of either £1000 cash or £200 prize. just call 09066361921",130,"['this', 'is', 'the', 'second', 'attempt', 'to', 'contract', 'you', ',', 'you', 'have', 'won', 'this', 'weeks', 'top', 'prize', 'of', 'either', '£1000', 'cash', 'or', '£200', 'prize', '.', 'just', 'call', '09066361921']","['this', 'be', 'the', 'second', 'attempt', 'to', 'contract', 'you', ',', 'you', 'have', 'win', 'this', 'week', 'top', 'prize', 'of', 'either', '£', '1000', 'cash', 'or', '£', '200', 'prize', '.', 'just', 'call', '09066361921']","['second', 'attempt', 'contract', ',', 'win', 'week', 'top', 'prize', 'either', '£', '1000', 'cash', '£', '200', 'prize', '.', 'call', '09066361921']"
0,"well, i am glad you didn't find it totally disagreeable ... lol",62,"['well', ',', 'i', 'am', 'glad', 'you', 'did', ""n't"", 'find', 'it', 'totally', 'disagreeable', '...', 'lol']","['well', ',', 'I', 'be', 'glad', 'you', 'do', 'not', 'find', 'it', 'totally', 'disagreeable', '...', 'lol']","['well', ',', 'glad', 'find', 'totally', 'disagreeable', '...', 'lol']"
0,"guy, no flash me now. if you gone call me, call me. how madam. take care oh.",74,"['guy', ',', 'no', 'flash', 'me', 'now', '.', 'if', 'you', 'gone', 'call', 'me', ',', 'call', 'me', '.', 'how', 'madam', '.', 'take', 'care', 'oh', '.']","['guy', ',', 'no', 'flash', 'I', 'now', '.', 'if', 'you', 'go', 'call', 'I', ',', 'call', 'I', '.', 'how', 'madam', '.', 'take', 'care', 'oh', '.']","['guy', ',', 'flash', '.', 'go', 'call', ',', 'call', '.', 'madam', '.', 'take', 'care', 'oh', '.']"
1,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.,158,"['do', 'you', 'want', 'a', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '?', 'with', '300', 'free', 'minutes', 'to', 'any', 'mobile', '+', '100', 'free', 'texts', '+', 'free', 'camcorder', 'reply', 'or', 'call', '08000930705', '.']","['do', 'you', 'want', 'a', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '?', 'with', '300', 'free', 'minute', 'to', 'any', 'mobile', '+', '100', 'free', 'text', '+', 'free', 'camcorder', 'reply', 'or', 'call', '08000930705', '.']","['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '?', '300', 'free', 'minute', 'mobile', '+', '100', 'free', 'text', '+', 'free', 'camcorder', 'reply', 'call', '08000930705', '.']"
0,mark works tomorrow. he gets out at 5. his work is by your house so he can meet you afterwards.,93,"['mark', 'works', 'tomorrow', '.', 'he', 'gets', 'out', 'at', '5.', 'his', 'work', 'is', 'by', 'your', 'house', 'so', 'he', 'can', 'meet', 'you', 'afterwards', '.']","['mark', 'work', 'tomorrow', '.', 'he', 'get', 'out', 'at', '5', '.', 'his', 'work', 'be', 'by', 'your', 'house', 'so', 'he', 'can', 'meet', 'you', 'afterwards', '.']","['mark', 'work', 'tomorrow', '.', 'get', '5', '.', 'work', 'house', 'meet', 'afterwards', '.']"
0,"keep your problems in your heart, b'coz nobody will fight for you. only you  you have to fight for your self  win the battle. -vivekanand- g 9t.. sd..
ham	yeah, give me a call if you've got a minute
ham	hi babe uawake?feellikw shit.justfound out via aletter thatmum gotmarried 4thnov.behind ourbacks  fuckinnice!selfish,deviousbitch.anyway,il call you""",350,"['keep', 'your', 'problems', 'in', 'your', 'heart', ',', ""b'coz"", 'nobody', 'will', 'fight', 'for', 'you', '.', 'only', 'you', '&', 'amp', ';', 'you', 'have', 'to', 'fight', 'for', 'your', 'self', '&', 'amp', ';', 'win', 'the', 'battle', '.', '-vivekanand-', 'g', '9t', '..', 'sd', '..', 'ham', 'yeah', ',', 'give', 'me', 'a', 'call', 'if', 'you', ""'ve"", 'got', 'a', 'minute', 'ham', 'hi', 'babe', 'uawake', '?', 'feellikw', 'shit.justfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarried', '4thnov.behind', 'ourbacks', '\x96', 'fuckinnice', '!', 'selfish', ',', 'deviousbitch.anyway', ',', 'i\x92l', 'call', 'you', ""''""]","['keep', 'your', 'problem', 'in', 'your', 'heart', ',', ""b'coz"", 'nobody', 'will', 'fight', 'for', 'you', '.', 'only', 'you', '&', 'amp', ';', 'you', 'have', 'to', 'fight', 'for', 'your', 'self', '&', 'amp', ';', 'win', 'the', 'battle', '.', '-vivekanand-', 'g', '9', 't', '..', 'sd', '..', 'ham', 'yeah', ',', 'give', 'I', 'a', 'call', 'if', 'you', ""'"", 've', 'get', 'a', 'minute', 'ham', 'hi', 'babe', 'uawake', '?', 'feellikw', 'shit.justfound', 'out', 'via', 'aletter', 'thatmum', 'gotmarrie', '4thnov.behind', 'ourback', '\x96', 'fuckinnice', '!', 'selfish', ',', 'deviousbitch.anyway', ',', 'i\x92l', 'call', 'you', ""''""]","['keep', 'problem', 'heart', ',', ""b'coz"", 'nobody', 'fight', '.', '&', 'amp', ';', 'fight', 'self', '&', 'amp', ';', 'win', 'battle', '.', '-vivekanand-', 'g', '9', '..', 'sd', '..', 'ham', 'yeah', ',', 'give', 'call', ""'"", 'get', 'minute', 'ham', 'hi', 'babe', 'uawake', '?', 'feellikw', 'shit.justfound', 'via', 'aletter', 'thatmum', 'gotmarrie', '4thnov.behind', 'ourback', '\x96', 'fuckinnice', '!', 'selfish', ',', 'deviousbitch.anyway', ',', 'i\x92l', 'call', ""''""]"
0,amazing : if you rearrange these letters it gives the same meaning... dormitory = dirty room astronomer = moon starer the eyes = they see election results = lies lets recount mother-in-law = woman hitler eleven plus two =twelve plus one it is amazing... !:-),256,"['amazing', ':', 'if', 'you', 'rearrange', 'these', 'letters', 'it', 'gives', 'the', 'same', 'meaning', '...', 'dormitory', '=', 'dirty', 'room', 'astronomer', '=', 'moon', 'starer', 'the', 'eyes', '=', 'they', 'see', 'election', 'results', '=', 'lies', 'lets', 'recount', 'mother-in-law', '=', 'woman', 'hitler', 'eleven', 'plus', 'two', '=twelve', 'plus', 'one', 'it', 'is', 'amazing', '...', '!', ':', '-', ')']","['amazing', ':', 'if', 'you', 'rearrange', 'these', 'letter', 'it', 'give', 'the', 'same', 'meaning', '...', 'dormitory', '=', 'dirty', 'room', 'astronomer', '=', 'moon', 'starer', 'the', 'eye', '=', 'they', 'see', 'election', 'result', '=', 'lie', 'let', 'recount', 'mother', '-', 'in', '-', 'law', '=', 'woman', 'hitler', 'eleven', 'plus', 'two', '=', 'twelve', 'plus', 'one', 'it', 'be', 'amazing', '...', '!', ':', '-', ')']","['amazing', ':', 'rearrange', 'letter', 'give', 'meaning', '...', 'dormitory', '=', 'dirty', 'room', 'astronomer', '=', 'moon', 'starer', 'eye', '=', 'see', 'election', 'result', '=', 'lie', 'let', 'recount', 'mother', '-', '-', 'law', '=', 'woman', 'hitler', 'eleven', 'plus', 'two', '=', 'twelve', 'plus', 'one', 'amazing', '...', '!', ':', '-', ')']"
0,aiya we discuss later lar... pick you up at for is it?,50,"['aiya', 'we', 'discuss', 'later', 'lar', '...', 'pick', 'you', 'up', 'at', 'for', 'is', 'it', '?']","['aiya', 'we', 'discuss', 'later', 'lar', '...', 'pick', 'you', 'up', 'at', 'for', 'be', 'it', '?']","['aiya', 'discuss', 'later', 'lar', '...', 'pick', '?']"
0,hey happy birthday...,21,"['hey', 'happy', 'birthday', '...']","['hey', 'happy', 'birthday', '...']","['hey', 'happy', 'birthday', '...']"
0,sorry i missed your call. can you please call back.,51,"['sorry', 'i', 'missed', 'your', 'call', '.', 'can', 'you', 'please', 'call', 'back', '.']","['sorry', 'I', 'miss', 'your', 'call', '.', 'can', 'you', 'please', 'call', 'back', '.']","['sorry', 'miss', 'call', '.', 'please', 'call', 'back', '.']"
0,omg if it is not one thing it is another. my cat has worms :/ when does this bad day end?,85,"['omg', 'if', 'it', 'is', 'not', 'one', 'thing', 'it', 'is', 'another', '.', 'my', 'cat', 'has', 'worms', ':', '/', 'when', 'does', 'this', 'bad', 'day', 'end', '?']","['omg', 'if', 'it', 'be', 'not', 'one', 'thing', 'it', 'be', 'another', '.', 'my', 'cat', 'have', 'worm', ':', '/', 'when', 'do', 'this', 'bad', 'day', 'end', '?']","['omg', 'one', 'thing', 'another', '.', 'cat', 'worm', ':', '/', 'bad', 'day', 'end', '?']"
0,"good morning, i am suffering from fever and dysentry ..will not be able to come to office today.",94,"['good', 'morning', ',', 'i', 'am', 'suffering', 'from', 'fever', 'and', 'dysentry', '..', 'will', 'not', 'be', 'able', 'to', 'come', 'to', 'office', 'today', '.']","['good', 'morning', ',', 'I', 'be', 'suffer', 'from', 'fever', 'and', 'dysentry', '..', 'will', 'not', 'be', 'able', 'to', 'come', 'to', 'office', 'today', '.']","['good', 'morning', ',', 'suffer', 'fever', 'dysentry', '..', 'able', 'come', 'office', 'today', '.']"
0,i wont do anything de.,22,"['i', 'wont', 'do', 'anything', 'de', '.']","['I', 'will', 'not', 'do', 'anything', 'de', '.']","['anything', 'de', '.']"
0,what type of stuff do you sing?,31,"['what', 'type', 'of', 'stuff', 'do', 'you', 'sing', '?']","['what', 'type', 'of', 'stuff', 'do', 'you', 'sing', '?']","['type', 'stuff', 'sing', '?']"
0,"st andre, virgilis cream",24,"['st', 'andre', ',', 'virgilis', 'cream']","['st', 'andre', ',', 'virgilis', 'cream']","['st', 'andre', ',', 'virgilis', 'cream']"
0,"my fri ah... okie lot,goin for my drivin den gone shoppin after tt...",65,"['my', 'fri', 'ah', '...', 'okie', 'lot', ',', 'goin', 'for', 'my', 'drivin', 'den', 'gone', 'shoppin', 'after', 'tt', '...']","['my', 'fri', 'ah', '...', 'okie', 'lot', ',', 'goin', 'for', 'my', 'drivin', 'den', 'go', 'shoppin', 'after', 'tt', '...']","['fri', 'ah', '...', 'okie', 'lot', ',', 'goin', 'drivin', 'den', 'go', 'shoppin', 'tt', '...']"
0,gokila is talking with you aha:),32,"['gokila', 'is', 'talking', 'with', 'you', 'aha', ':', ')']","['gokila', 'be', 'talk', 'with', 'you', 'aha', ':', ')']","['gokila', 'talk', 'aha', ':', ')']"
0,"hi shanil,rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. excellent service by dino and prem.",120,"['hi', 'shanil', ',', 'rakhesh', 'here.thanks', ',', 'i', 'have', 'exchanged', 'the', 'uncut', 'diamond', 'stuff.leaving', 'back', '.', 'excellent', 'service', 'by', 'dino', 'and', 'prem', '.']","['hi', 'shanil', ',', 'rakhesh', 'here.thank', ',', 'I', 'have', 'exchange', 'the', 'uncut', 'diamond', 'stuff.leave', 'back', '.', 'excellent', 'service', 'by', 'dino', 'and', 'prem', '.']","['hi', 'shanil', ',', 'rakhesh', 'here.thank', ',', 'exchange', 'uncut', 'diamond', 'stuff.leave', 'back', '.', 'excellent', 'service', 'dino', 'prem', '.']"
0,k.k.this month kotees birthday know?,36,"['k.k.this', 'month', 'kotees', 'birthday', 'know', '?']","['k.k.this', 'month', 'kotee', 'birthday', 'know', '?']","['k.k.this', 'month', 'kotee', 'birthday', 'know', '?']"
0,but i am really really broke oh. no amount is too small even   ,71,"['but', 'i', 'am', 'really', 'really', 'broke', 'oh', '.', 'no', 'amount', 'is', 'too', 'small', 'even', '&', 'let', ';', '#', '&', 'get', ';']","['but', 'I', 'be', 'really', 'really', 'break', 'oh', '.', 'no', 'amount', 'be', 'too', 'small', 'even', '&', 'let', ';', '#', '&', 'get', ';']","['really', 'really', 'break', 'oh', '.', 'amount', 'small', 'even', '&', 'let', ';', '#', '&', 'get', ';']"
0,sorry about that this is my mates phone and i didnt write it love kate,70,"['sorry', 'about', 'that', 'this', 'is', 'my', 'mates', 'phone', 'and', 'i', 'didnt', 'write', 'it', 'love', 'kate']","['sorry', 'about', 'that', 'this', 'be', 'my', 'mate', 'phone', 'and', 'I', 'do', 'not', 'write', 'it', 'love', 'kate']","['sorry', 'mate', 'phone', 'write', 'love', 'kate']"
1,"themob>hit the link to get a premium pink panther game, the new no. one from sugababes, a crazy zebra animation or a badass hoody wallpaper-all for free!",149,"['themob', '>', 'hit', 'the', 'link', 'to', 'get', 'a', 'premium', 'pink', 'panther', 'game', ',', 'the', 'new', 'no', '.', 'one', 'from', 'sugababes', ',', 'a', 'crazy', 'zebra', 'animation', 'or', 'a', 'badass', 'hoody', 'wallpaper-all', 'for', 'free', '!']","['themob', '>', 'hit', 'the', 'link', 'to', 'get', 'a', 'premium', 'pink', 'panther', 'game', ',', 'the', 'new', 'no', '.', 'one', 'from', 'sugababe', ',', 'a', 'crazy', 'zebra', 'animation', 'or', 'a', 'badass', 'hoody', 'wallpaper', '-', 'all', 'for', 'free', '!']","['themob', '>', 'hit', 'link', 'get', 'premium', 'pink', 'panther', 'game', ',', 'new', '.', 'one', 'sugababe', ',', 'crazy', 'zebra', 'animation', 'badass', 'hoody', 'wallpaper', '-', 'free', '!']"
